park_id,park_code,name,description,url
1090,chat,Chattahoochee River National Recreation Area,"Today the river valley attracts us for so many reasons. Take a solitary walk to enjoy nature’s display, raft leisurely through the rocky shoals with friends, fish the misty waters as the sun comes up, or have a picnic on a Sunday afternoon. Get Outdoors and experience your Chattahoochee River National Recreation Area as you have never done before.",https://www.nps.gov/chat/index.htm
1091,choh,Chesapeake & Ohio Canal National Historical Park,"Preserving America's early transportation history, the C&O Canal began as a dream of passage to Western wealth. Operating for nearly 100 years the canal was a lifeline for communities along the Potomac River as coal, lumber, and agricultural products floated down the waterway to market. Today it endures as a pathway for discovering historical, natural, and recreational treasures.",https://www.nps.gov/choh/index.htm
1092,cbpo,Chesapeake Bay,"Over 41 million acres are connected through the waters that flow to and through Chesapeake Bay. The National Park Service strives to connect people to the opportunities and adventures throughout the watershed. Inspiring stewardship across this vast region supports recreation, business, tourism, learning, and a thriving natural resource for all to enjoy.",https://www.nps.gov/cbpo/index.htm
1093,chch,Chickamauga & Chattanooga National Military Park,"In 1863, Union and Confederate forces fought for control of Chattanooga, known as the ""Gateway to the Deep South."" The Confederates were victorious at nearby Chickamauga in September. However, renewed fighting in Chattanooga that November provided Union troops victory and control of the city. After the fighting, a Confederate soldier ominously wrote, ""This...is the death-knell of the Confederacy.""",https://www.nps.gov/chch/index.htm
1094,chic,Chickasaw National Recreation Area,"Springs, streams, lakes - whatever its form, water is the attraction at Chickasaw National Recreation Area.",https://www.nps.gov/chic/index.htm
1095,chir,Chiricahua National Monument,"A ""Wonderland of Rocks"" is waiting for you to explore at Chiricahua National Monument. The 8-mile paved scenic drive and 17-miles of day-use hiking trails provide opportunities to discover the beauty, natural sounds, and inhabitants of this 12,025 acre site. Visit the Faraway Ranch Historic District to discover more about the people who have called this area home.",https://www.nps.gov/chir/index.htm
1096,chri,Christiansted National Historic Site,"Christiansted National Historic Site was established in 1952 as the first unit of the National Park Service in the Virgin Islands of the United States. Covering over seven acres the park tells the stories about Danish economy and ways of life, and the interactions of people in Europe, Africa, West Indies, and North America during the Danish era of occupation of the Virgin Islands (1734-1917).",https://www.nps.gov/chri/index.htm
1097,ciro,City Of Rocks National Reserve,"Emigrants of the California Trail describe the rocks here in vivid detail as ""a city of tall spires,” “steeple rocks,"" and ""the silent city."" Today, this backcountry byway attracts rock climbers, campers, hikers, hunters, and those with the spirit of adventure. There's inspirational scenery, exceptional opportunities for geologic study, and remnants of the Old West awaiting your discovery.",https://www.nps.gov/ciro/index.htm
1098,cwdw,Civil War Defenses of Washington,"On forested hills surrounding the nation's capital are the remnants of a complex system of Civil War fortifications. These strategic buttresses transformed the young capital into one of the world's most fortified cities. By 1865, 68 forts and 93 batteries armed with over 800 cannons encircled Washington, DC. Today, you can visit 17 of the original sites now managed by the National Park Service.",https://www.nps.gov/cwdw/index.htm
1099,clba,Clara Barton National Historic Site,"Clara Barton dedicated her life and energies to help others in times of need - both home and abroad, in peacetime as well as during military emergencies. Glen Echo was her home the last 15 years of her life, and the structure illustrates her dedication and concern for those less fortunate than herself.",https://www.nps.gov/clba/index.htm
1100,colo,Colonial National Historical Park,"On May 13, 1607, Jamestown was established as the first permanent English settlement in North America. Three cultures came together – European, Virginia Indian and African–to create a new society that would eventually seek independence from Great Britain. On October 19, 1781, American and French troops defeated the British at Yorktown in the last major battle of the American Revolutionary War.",https://www.nps.gov/colo/index.htm
1101,colm,Colorado National Monument,"Colorado National Monument preserves one of the grand landscapes of the American West. But this treasure is much more than a monument. Towering monoliths exist within a vast plateau and canyon panorama. You can experience sheer-walled, red rock canyons along the twists and turns of Rim Rock Drive, where you may spy bighorn sheep and soaring eagles.",https://www.nps.gov/colm/index.htm
1102,colt,Coltsville National Historical Park,"When Samuel Colt started his Hartford factory on the banks of the Connecticut River in 1847, it followed years of mismanagement and failure. Soon, demand for Colt's revolver would change his fortunes and the Colt empire was born. Following Colt's untimely death in 1862, his wife, Elizabeth Colt, would lead the company to its legendary status, and influence Hartford for over 40 years.",https://www.nps.gov/colt/index.htm
1103,cong,Congaree National Park,"Astonishing biodiversity exists in Congaree National Park, the largest intact expanse of old growth bottomland hardwood forest remaining in the southeastern United States. Waters from the Congaree and Wateree Rivers sweep through the floodplain, carrying nutrients and sediments that nourish and rejuvenate this ecosystem and support the growth of national and state champion trees.",https://www.nps.gov/cong/index.htm
1104,coga,Constitution Gardens,"Officially established in 1965, National Mall and Memorial Parks actually protects some of the older parkland in the National Park System. Areas within this premier park provide visitors with ample opportunities to commemorate presidential legacies; honor the courage and sacrifice of war veterans; and celebrate the United States commitment to freedom and equality.",https://www.nps.gov/coga/index.htm
